clean_text,label
barang tidak sesuai pemesanan warna hitam polos yang datang malah motif,NEG
jilbabya lecek dan banyak benang jahitan,NEG
bahan biasanya tidak seperti yang dibayangin,NEG
gasuka warnanya,NEG
barang nya belum sampai dan diterima tetapi diaplikasi sudah selesai saja kan aneh,NEG
barang nya tidak saya terima tiba tiba saja ada nama penerima kecewa banget jadi walau sih grtis dari penggunaan pertama tokopedia tapi kalau begini kan malas buat gunain,NEG
saya tidak terima paketnya sama sekali minta lacak malah tidak respons,NEG
bahannya tidak enak,NEG
warna dusty difoto sama aslinya beda sama ada bagian atasan depan kotor seperti tinta bolpen,NEG
memang harus hati belanja online ya kayaknya pas beli tidak ada itu foto mukena kombinasi tiba dikirim beda sama awal untung tes 1 sebelum puluhan untuk dikasih keorang cukup sekali saja disini di sini semoga bisa nemu toko yang amanah,NEG
megecewakan saya hendak tukar warna mbak nya ya saja eh dikirimnya ttp yang salah padahal kalau tidak bisa ditukar kan batalkan,NEG
pemesanan emerald dikirim tosca tanpa konfirmasi,NEG
tipis kecil,NEG
sudah beli banyak untuk kebutuhan dikirim keluar negeri ternyata tidak bisa tukar warna padahal belum hari sesuai standar seharusnya masih dilakukan refund pink terlalu kontras pada gambar,NEG
pesan warna putih dan abu tapi yang datang salem kecewa karena penjual tidak konfirmasi sebelum dikirim,NEG
tolong di perhatikan bagian karet nya ini kebalik karetnya tidak sama lurus jahit malah dkirimin barang ditolak,NEG
bahan jelek panas tipis,NEG
barang belum diterima,NEG
warna tidak sesuai dengan digambar,NEG
lubang untuk muka sempit tidak enak,NEG
baru terima paket siang ini beli mukena disini di sini di iklan tidak bilang kalau tanpa tas saat komplain kenapa kusut malah respons sudah dicuci dan disetrika apa masih becanda nya bikin kesal ini penjual,NEG
tidak berfungsi dengan baik suka mati sendiri,NEG
barang nya tipis tapi ya udhlah barang sudah di terima,NEG
yang abu agak tebal bahannya hitam tipis bangt sedih,NEG
kirain bahannya katun ternyata tipis banget licin dan lemas kalau dibawa jalan kaki berisik bahannya,NEG
paketan menjadi paket nya sudah 9 hari belum sampai juga penjual di hub tidak bisa,NEG
lidah kerudung kelebaran,NEG
kecewa dipikir agar panjang sedikit rupanya pendek maaf saya kasih bintang 2 saja,NEG
spesifikasi barang kurang lengkap dipakai dewasa tidak bisa hanya sampai leher,NEG
tidak sesuai warna pesanan,NEG
klik klaim hadiah 0 rupiah dari tokopedia tapi malah tidak di dikirim sampai satu minggu padahal stok masih ada sangat jelas tersedia bar hijau dicek sedang dikirim dan nomor resi valid entah yang salah seller atau ekspedisi mengecewakan pelanggan baru gabung semoga kedepannya terjadi lagi,NEG
warna tidak sesuai dengan keinginan padahal sudah dihubungi,NEG
senang lihat mukenanya datang tetapi jadi sedih lihat tasnya tas rusak kok dijual,NEG
penjual memaksa untuk tidak mau membatalkan pesanan maen dikirim saja padahal saya sudah ajukan pembatalan silahkan nikmati uang haram,NEG
tidak suka dengan respons yang bagus banget,NEG
saya beli tasbih digital berbeda warna tapi setelah terima barangnya tidak sesuai catatan yang kasih,NEG
cara bungkus nya hanya pakai plastik tipis saja dan dililit lakban bening di buka pakai tangan tidak bisa pas gunting sajadah ikut ke karena,NEG
pemesanan yang ke 3 kurang memuaskan panjangnya beda atau pertama pesanan padahal ukurannya l juga,NEG
pinknya tipis dan menerawang pengirimannya buruk barang baru dikirim minus beberapa jam sebelum batal otomatis padahal 4 hari setelah pemesanan penjual sudah diingatkan via dm tapi malah disuruh sabar tanpa diberi alasan status masih tetap dalam proses mungkin nunggu pesanan besar dibiarkan sekaligus,NEG
warna salah pesan hitam dapat putih,NEG
proses packing lambat,NEG
tidak sesuai gambar depan terlalu pendek,NEG
terlalu tipis sekali untuk harga segitu seperti sehelai kain jilbab segi empat tidak sesuai ekspektasi,NEG
bahan tipis sekali,NEG
bahan terlalu tipis,NEG
baju tidak sesuai dengan gambar lebih pendek kantong kecil seperti anak,NEG
jahitannya tidak rapi banyak benang yang belum kepotong ada juga yang copot,NEG
parah kecil banget padahal ukurannya l dan xl ini mah buat anak sd enggak bisa orang dewasa sekalipun dengan negativean,NEG
beda yang dipesan sama datang,NEG
bajunya kok tidak sesuai dengan fotonya bahkan mereknya ada digunting,NEG
sangat amat kecewa beli baju dewasa yang ukuran anak sd semoga berkah itu duit,NEG
jelek banget bikin kecewa,NEG
jauh dari ekspektasi bahannya kucel,NEG
pashminanya pendek tidak seperti yang ada di deskripsi,NEG
barang tidak sampai sudah ke ekspedisi juga ada sudah minta kasih ulasan saja semoga yang menerima itu berkah besok lagi beli disini di sini,NEG
tidak ada talinya,NEG
agak kecewa sih jilbabnya ukuran kecil banget tidak bisa dipakai untuk dewasa,NEG
tidak recommend tidak sesuai sama harga beli di toko lain dengan kualitas jauh maaf review jujur,NEG
ada noda kuning di jilbab nya pendek kaku,NEG
maskernya agak kecil tidak sesuai harga,NEG
kecewa deh pemesanan warna hitam navy dikirim dua keduanya alhamdulillah tidak langsung beli banyak mencoba sedikit dulu,NEG
saya kecewa banget sih pesan maroon hijau army sama mint tapi itu semua dganti warna lain tanpa konfirmasi semoga bisa lebih teliti dan komunikasi dengan pembeli jika barang tidak tersedia,NEG
yang direquest dengan dikirim beda warna tanpa ada konfirmasi,NEG
warnanya tidak sesuai,NEG
pengiriman lama barang sesuai harga tolong kualitas kontrol nya lebih di perbaiki ada bolong bks jarum jahitannya garis putih kerudung abu yang lebih kelihatan,NEG
pesannya cappucino datangnya ungu tua aduh jauh bngat baru pertama kali belanja udah mengecewakan,NEG
bahannya kurang bagus biasanya saja,NEG
ada 2 warna yang salah jadi kecewa deh,NEG
saya pesan warna mustard tapi tidak sesuai,NEG
tidak ada plat besinya centimeter label merek bahan,NEG
pengiriman lama sudah gitu gaktau deh bener atau tidak admin nya whatsapp aku blgnya warna jilbab yang aku pesan habis terus aku pilih lain tetapi ujungnya datang ttp saja kupilih awal kenapa begitu ya kalau ada stocknya harus berbelit smakin pengirimannya statusnya gagal banget biasanya dari bandung selama ini karena adminnya japri di berbelitbelit barang diskon begini juga lah sama pelayanan jangan bikin kecewa,NEG
produk tidak sesuai gambar harusnya depan diganti karena jilbab ini tanpa plat dan hrusnya di deskripsi dituliskan kalau didepan berbeda dengan supaya pembeli juga paham yang dikirim harga lumayan mahal kalau besinya bijaklah dlm berdagang apalagi untuk merek sudah mulai besar dikenal masyarakat luas,NEG
warna yang datang beda sama asli diganti sih tetapi pas datang bahannya tipis banget nyesel deh,NEG
kualitas control nya tidak teliti yang kuning ada lubang sedikit,NEG
kecewa sih padahal beli mau buat dikasih orang tapi malah tidak dapat boxnya sebelumnya pernah diario nya nagita slavina juga box kirain pas promo di tokopedia akan dapat ternyata,NEG
kata penjual biru muda ternyata tua tidak ada kemasan kotak hanya plastik biasanya kain jilbab juga susah dibentuk sehingga rapi sesuai ekspektasi saya,NEG
salah dikirim warna saya minta pink biru hitam yang dikirim merah hijau lampu led tidak nyala,NEG
pembelian yang ini saya kecewa karena lampunya tidak nyala juga cetekan tidak buny,NEG
warna tidak sesuai permintaan padahal sudah di beri note tetap saja dikirim random,NEG
penjual tidak selektif asal dikirim dapat barang yang kondisi kasus nya sudah rusak,NEG
yang dikirim russak teman teman ampun dah,NEG
produk yang dikirim tidak on alias mati rusak sebagai konsumen saya dirugikan,NEG
jahitannya berantakan banget tidak kencang aku benyeng sedikit udah pada copot sedih,NEG
bawahannya ada bolong pengin diretur tapi sayang ongkos kirim buat dikirim balik ke tokonya jauh di tasikmalaya tolong sebelum cek dulu kualitasnya dibiarkan tidak begini,NEG
bahan tipis jahitan ya kasar pokoknya saya ke cewa,NEG
kali ini kecewa kurang puas beli mukena disini packing standar banyak noda kotor di bawahan bagian atasan banyak benang keluar jadi rapi bahan seperti panas karena kasar bahany warna pinky tidak soft gambar maaf taplak meja hajatan selera sih kalau saya tidak suka saat cepat promo ukr besar cukup untuk orang bb kilogram,NEG
barangnya tidak dikirim sampai hari ini,NEG
tidak sesuai ekspektasi suara microphone tetap kecil tidak ada perubahan,NEG
mengecewakan belanja disini di sini barang tidak sampai ganti gantikurir tidak jelas penjual koperatif,NEG
penjual adalah calo jual barang orang lain di chat tidak jelas hati hatilah,NEG
tidak cocok sama handphone realme 5 pro koneksi manual pakai bahasa china sulit dipahami,NEG
tidak menyala parah,NEG
deskripsi produk tidak jelas usb cocok di handphone samsung,NEG
pas pertama datang barang tidak berfungsi coba lagi akhirnya sempat suara diterima dengan baik transaksi langsung saya klik selesai tapi besoknya ternyata error sampai sekarang sebetulnya di sisi penjual ada masalah pertanyaan dijawab cuma produk setlh diklik yakin juga bakal bisa diretur kepaksa ulasan diedit jadi bintang 1 balik deh pakai yang model kabel,NEG
barang nya sudah di coba tapi tidak bisa berfungsi dengan baik tidak konek iphone saya,NEG
baru dipakai 6x charger indikator sudah tidak nyala bisa bagaimana ini sampai sekarang belum ada tindakan nyata pengurusan garansi,NEG
barang rusak di jual memang ngehek,NEG
produk ada goresan tidak rapi dan kotoran di pinggirannya kiriman cepat sampai,NEG
barangnya bagus cuman saya kurang puas dengan pakingya tidak rapi sama sekali sticknyapun cpot tolong perbaiki lagi byar tokonya laris,NEG
kurang suka bau karetnya sangat menyengat,NEG
barang sampainya lama sekali respons penjual lambat mengecewakan,NEG
kualitas jelek sekali bau seperti chat pad ya bergelombang,NEG
pengirimannya sih cepat tapi barangnya bruntusan begitu teman saya juga beli drum pad bahan karet dari malang alus kok ini yang malah begitu ekspetasi tadinya bagus dapatnya jelekkan tidak sesuai foto di pajang oleh penjual,NEG
barang tidak sesuai dengan yang di iklankan seperti nya bekas,NEG
barang tidak sesuai gambar yang ditawarkan,NEG
banyak yang tergores seperti bekas habis itu bagian bawah kayunya patah,NEG
maaf agak kecewa karena yang saya terima beda sama gambar bagian alas tidak bevel seperti,NEG
kata teman yang terjun di dunia musik barangnya kurang memuaskan mohon diperbaiki lagi produknya terima kasih,NEG
kondisi drum pad tidak rapi masih banyak lem belepotan,NEG
file cd kosong tidak rekomendasi,NEG
respons sangat lama sekali tidak rekomendasi,NEG
barang tidak sesuai dengan warna saya memesan hitam di kasih brown pengiriman lama tetapi bagus,NEG
sangat tidak rekomendasi,NEG
pianika awalnya 1 tuts nada tidak bunyi lalu suaranya kecil dan hilang di chat tidak respons padahal lagi online,NEG
pesan warna biru dikirim pink padahal buat anak cowok packing lambat sampai jam kecewa,NEG
seller kurang komunikatif saya pesan warna biru tapi dikirim pink dan tanpa pemberitahuan sebelumnya karena beli untuk kado jadi tidak untuk digunakan sendiri mohon kedepannya diperbaiki,NEG
selangnya robek tasnya juga robel di sudut,NEG
barang yang diterima dalam kondisi tidak diinginkan pecah di salah satu tuts nya,NEG
tidak di dikirim uang gojek hilang deh,NEG
pelanggan servis0 pesan sama hari delivery baru sampai besoknya itu pun malam ketika di komplain cuci tangan tidak mau tahu really negative akan beli barang lagi tokopedia,NEG
barang 1 minggu baru sampai itu pun saya harus 2x ke jne pedati urusin sampai evaluasi bos dibiarkan begini lagi capek ribet urusinnya dapat apa,NEG
saat di charger kenapa tidak bisa hidup tolong beri solusi saya tidak pakai,NEG
kecewa suara rekaman kecil sekali,NEG
sayang sekali mau tukar kerana ada yang tidak fungsi tapi mahal di ongkir,NEG
build kualitas kurang ok,NEG
kualitas jelek suara microphone udah maksimum kecil,NEG
kecewa sama barangnya suara yang di keluarin tidak bisa besar padahal udah paling maksimal,NEG
barang tidak bisa di atur echo sudah putar tapi tetap ada effect tombol joga pencet pokoknya mengecewakan,NEG
produk tiruan cacat tidak bisa ricord untuk pembeli lain sebaiknya jangan beli ini kalau tidak ingin rugi lebih baik merek taffware atau taffstudio yang sudah lama produksi casing boleh sama tetapi kualitas jauh sekali dari pada buang duit clip on saja suara suondcard produk sangat jelas,NEG
noise banget suranyaa tidak bisa dipakai,NEG
lubang microfonnya error bunyi nging terus jadi tidak bisa dipakai,NEG
tidak untuk rekomendasi suara hancur nois nya kacau nyesel kualitas tidak bagus terpakai,NEG
sesuai dengan harga kualitas sangat buruk pas saya colok ke komputer terus colokin headphone jack port di usb nya punya headset nyala yang kanan doang dicolokin hedphone biasanya dua microphone juga bener jangan beli vention sound card saja lebih bagus tapi mahal sedikit apalagi tidak foto kelihatan murah aduh hilang ribuan untuk ini,NEG
beli 2 baru hari pakai stik yang satunya malah error suka mencet sendiri kecewa sudah,NEG
tiba patah dasar baut saya lem saja semoga masih bisa terpakai mau di balikin rugi ongkir terima nasib,NEG
barang yang sampai cacat tidak ngisi baterai stik nya,NEG
bisa hidup tapi tidak ngecharge di biarkan seharian batetai tidak terisi berharap banyak sama alat ini supaya stik nya anak terpakai 22,NEG
charging awal dikirim tetapi indikator tidak nyala dgnti baru seluruh ongkir dibebankan ke konsumen,NEG
respons baik packing tapi perlu para pembeli tapi kalau barang ini ada masalah harus dikirim ke medan pas waduh ngotot nya minta ampun coba pikir pakai logika mana firmware pembaruan tidak 0 dan setelah bisa hilang lagi herannya enggak percaya sama costumer yang beli bayar ongkir akhirnya tetap tidak di perbaiki atau tukar alasannya periksa sana ya silahkan saja buat mau belanja tolong teliti,NEG
ternyata stik tidak dikirim pakai dus nya seperti beli barang bekas sesuai deskripsi,NEG
beli dua yang satu jelek error sama analog gram bisa balik lagi kecewa saya,NEG
tulisannya 6gb tapi isinya cuma 8gb disuruh di cek kagak capek dweh,NEG
memorynya sudah ke buka waktu saya terima tidak ada segelan kondisi agak busam aku coba 3 kali belum bisa dipakai,NEG
seller lumayan responsif kualitas barang sesuai harga lalu lah dicek di browser ps nya kebaca mb tetapi kalau udah dipakai simpan game cuma 8 tidak semua bisa ngebaca mc sayangnya yang terbaik mau seperti good of war,NEG
mau pemesanan warna hitam kosong deskripsi produk ada minta di cancel tetap hajar dari penjual packing rapi tapi experience buruk,NEG
tidak pas terlalu longgar membuat nintendo switch teroyak oyak di dalam pouch,NEG
audio keluar gambar tidak settingan di ps juga sudah ganti bukan rgb lagi tetap gambarnya,NEG
maaf barang berfungsi tapi sayang kalau di pakai tv beresolusi fhd gambar tetap pecah,NEG
pembelian ke 2 besok packing nya tolong di benahi cuma bubble doang lakban seadanya bolong sebelah,NEG
memorynya gram bisa diread sama pspnya padahal udah diganti memory lain,NEG
tidak sesuai foto tidak ada tulisan photofast bahan tipis ringkih,NEG
barang yang diterima cacat pada analog untuk komplain tetap dilayani tetapi dari saya sendiri tidak dikirim kesana karena ribet dalam ongkir dan pengiriman nya lain kali tidak apa di buka segelnya cek analognya sehingga perlu masalah complain balik sana lagi terima kasih,NEG
tidak bisa dimainkan di ios versi 4 dan keatasnya maksimum 3 selain itu dipakai,NEG
dapat barang tidak bagus analog kiri tidak bisa buat jalan ke serong kanan atau mau diretur ribet seller lambat respons alhasil cuma jadi pajangan saja ini stik edit setelah seminggu sama sekali penjual sekali tidak responn nyesel,NEG
setelah 3 hari pakai gamepad bagian kanannya mati ketika direnggangkan kecewa seller berbelitbelit,NEG
buat emulator delay parah sama deadzone di dua analog emu dan beberapa yang saya coba intinya tidak rekomendasi main,NEG
respons sellernya sangat cepat tapi tidak bisa dipasang di handphone saya dideskripsi 7 inci eh ternyata pas datang pemasangan samsung muat dan baca dalemnya maksimal katanya 6 2 sama buat maen cod rada ngadat ml mililiter lancar jaya padahal pengin nya,NEG
baru pakai 2 hari sudah tidak bisa on padahal sudah di pengisian daya penuh baterenya kecewa nya tidak rekomendasi seller barang refurbish kualitas jelek,NEG
kenapa tombol kananny gerak sendiri tidak bisa balik ke kiri seperti lengket begitu mau pengiriman videony tapi,NEG
untuk respons penjual bagus tapi kondisi barang biasanya saja bahkan agak rusak bagian tombol dan kadang mati sendiri saat menjalankan game,NEG
baru pakai beberapa minggu saja kabel usb nya udah enggak bisa nge pengisian daya dan yang pasti harus khusus beli di tempat dia bagi kalian mau mikir dulu de mending stik lain tanya sama admin solusi harganya seratus ribuan kualitas cemen kayak begini kasih harga segitu dong,NEG
beli dua rencana nya buat jaga kalau salah satu rusak eh bener saja tidak mau nyolok stik ps dengan sempurna ke converter diretur produk udah kadung malas untuk penjual sebelum dikirim barang tolong dong di kualitas kontrol lebih maksimal lagi,NEG
untuk kalian yang beli buat windows saya sarankan jangan karena coba di mencet sendiri terus padahal stik ps masih baru dan baik saja,NEG
pengiriman cepat berfungsi tapi harus dikaretin kalau tidak longgar jadi bisa di pakai,NEG
pelayanan seller positive sayang converternya tidak bisa dipakai alias error beli 2 nya,NEG
barangnya tidak seperti barang baru dan tanpa kemasan pabrik,NEG
console sebelah kanan analoq ya drift sendiri lecet juga ng recommend deh kapok,NEG
tidak diinfo dent nya memberikan kejelasan masalah battery cukup kecewa tapi mesin jalan dengan baik baterai capacity beset kanan bawah pesok bagian monitor atas dan,NEG
barang cacat banyak dent kabel usb adapter tidak jalan,NEG
tolong agan nya tidak mau tampilkab gambar di tv pakai hdmi lampu power yang merah kedap kedip terus,NEG
sangat buruk menanggapi respons pembeli dan katanya ada garansi tapi kerusakan malah tidak direspons,NEG
awalnya bintang 5 setelah beberapa bulan pakai ternyata ada part yang hilang seperti baut,NEG
agan kok ps nya baru udah mati sendiri tiba tombol hijaunya tiba tiba merah terus,NEG
barang sampah kecewa belanja disini di sini modbo rusak kok dikirim,NEG
tombol rt tidak berfungsi mau diretur ongkir bolak balik setengah harga stik nya kecewa saja tidak di tes dulu sebelum pengiriman,NEG
produk telah sampai tapi pas sampai malah ada yang cacat di bagian analog kanan pecah,NEG
hati yang belanja disini di sini suka dikirim barang sembarangan baru lama lagi buat returnya toko tidak niat kayak begitu mau nipu tanpa video unboxing pasti tidak bisa diretur jadi ingat selalu di ini penipuan tokonya,NEG
seller tidak ramah sedikitpun saya mau batal dulu baru nambah pesanan dibiarkan hemat ongkir menerima pengajuan pembatalan katanya harus check keluar ulang lagi dengan dana lebih besar di deskripsi produk juga tidak ada aturan ini ya lah nanti dikirim dua keduanya sama rese macam begini rugi dobel tokped juga bisa membantu cuma suruh diskusiin saja terus penjual keras kepala sangat tidak rekomendasi kapok,NEG
benar mengecewakan pelayanan lambat sekali,NEG
tolong di cek dulu sebelum dikirim power yang satu keluar asap untung ganti kapasitor sendiri bisa,NEG
beli 3 buah 2 tidak berfungsi barang disegel layanan dan pernah bongkaran komplain dipusat resolusi dtanggapi,NEG
gamepad sampai dengan packing std satu normal namun yang satunya l dan r hilang entah kemana sudah di cek memang tidak ada apakah kesalahan pembuatan pabrik atau produk gagal semoga untuk ditingkatkan ketilitian dalam pengiriman sebelum ke tangan konsumen jadi stik gamepadnya terpaksa main pakai cabutan dari lain beda merek warnanya hitam padahal sayangnya tombol missinghilang awet terima kasih ya,NEG
barang datang dengan kondisi stik nya tidak ok kenapa penjual di periksa dl ya terus minta tukar tetapi mau ditanggung bersama ongkir dong memang rugi ya bayar uang xtra untuk sana di sini semoga kedepannya bisa lebih baik,NEG
baterai remote stik cepat habis signal juga kadang ada tidak apa ide agar awet dan stabil,NEG
lumayan dibiarkan pelayanan menurut kadarnya tapi di saat main kadang layar loss signal dari wii console nya terus kenapa harus beli hardisk yang begitu besar kalau isi game cuma gambar,NEG
beli 5 pada gosong semua baru apa bekas ini biasanya tidak begini untung asuransi hari,NEG
semua tombol nya tidak berfungsi sama sekali jadi mubazir,NEG
ulasan hanya untuk produk saja bukan toko ya karena respons cukup baik produk ini kekurangannya adalah battery yang tidak bagus pengiriman pertama dapat charging saya retur datang pengganti sempat pakai 2 harian setelah itu keok dan tidak mau pengisian daya bisa dipakai lagi entah dikirim kesaya kebetulan cacat atau memang gamesir tidka,NEG
baru di pakai dengan pemakaian prinegativei standar 1 jam perhari 3 hari sudah rusak mengecewakan mutu barangnya saya beli 2 tinggal sisa satu lagi untuk membuktikan kualitas stik ini berapa tahan,NEG
sayang banget analog kanan sama tombol arah tidak berfungsi alangkah sebaiknya di tes dulu sebelum dikirim,NEG
barang tidak sesuai transfaran dan menyala,NEG
niat mau main di televisi tapi sama sekali tidak bisa tampil tv retur kondisi bgini susah kemana jadi yasudahlah,NEG
beli 2 1 tidak bisa orang rusak bilangnya sudah dicek tapi kok tidak ya,NEG
saya kasih bintang 2 dulu karena analog atau yang bulet kanannya itu longgar dan agak ke atas,NEG
produk masih di pakek sehari kamu bayangin udah rusak analog nya asam benar,NEG
saya beli 2 mohon maaf sebelumnya sudah minta tolong untuk mencoba tes fisik dulu sebelum dikirim tidak tapi di coba atau belum tetapi sepertinya alhasil ada 1 yang cacat ujung ujungnya pembeli harus retur itu hal merepotkan beri 2b,NEG
masak barangnya yang di dikirim rusak tidak bisa gunakan dan orangnya ngerespon chat saya minta ganti mau ya sudah deh dibiarkan tuhan iklaskan,NEG
kasih 3 bintang ya yang sebelah kanan tidak terlalu berfungsi dengan baik lain kali di cek,NEG
yang sebelah kiri triggernya tidak sensitif jadi cuma terpakai doang,NEG
jika saya pakai satu berfungsi dengan baik tapi pakai dua duamya sering kepencet sendiri,NEG
paketany ru sampai lgsung di cek salah satu stik nya analog rusak dipesan yang ke2x tolong jk pemesanan lagi dicek kondisi stiknya sebelum dikirim terima kasih,NEG
sedih lihat analog kirinya akan lebih baik apabila di dikirim seperti kanan,NEG
barang tidak berfungsi sama sekali seperti membeli rusak,NEG
mohon maaf produknya tidak bisa dipakai sudah install sesuai dengan petunjuk tetapi tidak juga insya tuhan ikhlas,NEG
salah satu stik tidak berfungsi coba chat penjual direspons,NEG
barang hanya dapat berfungsi beberapa hari terus mati tidak signal dan ketika barang diretur ternyata sama saja lagi sudah ada,NEG
nyala tapi item putih dari pelanggan layanan cuma bilang diotak atik lagi kakak padahal sudah sejam putar kabelnya dicolokan tvnya could have been a better,NEG
review jujur ya port untuk kontroler player 1 nya tidak berfungsi sudah coba tanya ke seller tetapi tidak respons reset colok cabut dan pindah pindahin tetapi tetap terima kasih,NEG
packing barangnya kurang bagus sampai barang adaptor di dalam udah pecah sampai sekarang belum bisa dicoba,NEG
colokan adaptor mengalami kerusakan respons seller butuh berhari diajak diskusi untuk cara memperbaiki sendiri tidak dibalas akhirnya repair,NEG
mohon maaf saya kasih bintang 3 karena ada beberapa kendala 1 tidak disertakan baterai di nunchaku sedikitpun ataupun intruksi menggunakan jenis apa 2 dibuat panduan ringkas ketika menu awal untuk mulai permainan harus kemana dan nantinya tampilan seperti dengan panduanya seringkali hang usb terbaca bahkan gambar semut yang solusinya tersebut dilepas dipasang kembali baru bisa sensor mendapat sedikit retak kedepanya diinformasikan bila minus,NEG
1 nunchuck nya tidak berfungsi mohon diperhatikan kembli barang yang dikirimkan agar pelanggan tidak kecewa,NEG
saya minat membeli disini di sini karena ada konfirmasi game ultraman evolution dengan jawaban dong setelah barang sampai ternyata tidak sungguh mengecewakan terima kasih hati kalau konfirmasi kelengkapan semua pembeli fokus ke ps nya perhatikan permintaan,NEG
saat di unboxing barang terlihat bagus tapi pas baru cek dengan seksama sticknya hancur dan bautnya hilang padahal pengemasan menggunakan kayu tidak ada penyok ps coba banyak game yang mau serta dalam waktu 5 mnt langsung mati sendiri saya masalahnya ternyata kipas menyala tanya ke penjual hanya sekedarnya saja setelah komplain disuruh mengembalikan ksana untuk ongkir pp ditanggung sangat miris percaya toko meskipun ulasan buruk tetap tenyata datang tidak memuaskan,NEG
banyak sekali game yang nge hang dan sama tapi direname munkin dibiarkan saja gamenya padahal ada 3 stik nya error ketika effect vibrationnya harusnya dicoba dulu sebelum pengiriman,NEG
ps nya tidak awet belum ada 2 bulan udah rusak padahal pemakaian biasanya saja malah jarang di pakai tahu sendiri,NEG
game tidak terlalu sesuai dengan request saya dan gamenya sedikit ya ini msih ditest semua yang baru downhill slnjtnya akan di cek lagi jadi menurut kepuasan pelanggan itu harus tidak 1 kan,NEG
beli 2 datang nya malah 1 pas di buka udah exited banget jadi negativemood tenyata cuma,NEG
koneksi perangkat susah kalaupun koneksi seringkali putus buku petunjuk minim info padahal beli pilihan yang paling mahal apa saya saja terima barang seperti ini,NEG
barang diterima dengan baik tapi sayang baterenya sudah soak,NEG
sering disconnect kadang tidak berfungsi autocatch,NEG
produk tidak original palsu bekerja dengan baik dikirim 2 pgp di handphone saya lenovo dan advan cuma jadi bangkai after cuci gudang buruk respons seller kurang tidak rekomendasi,NEG
sebenarnya kualitas barang nya bagus build kualitas oke lah untuk rekondisi memainkan game tidak ada masalah masalahnya ini bahasa jepang dan di keterangan deskripsi dijelaskan setelah sampai saya chat seller dengan balasan yang lambat respons jawaban seadanya dikatakan bisa diganti mohon dituliskan kekurangan pada lebih fast kalau pembeli complain,NEG
tidak ada mc 8gb seperti deskripsi iklan di paket yang saya terima hanya sama charger plus adapter micro sd tulisan happy box mau komplain terlanjur klik barang dan pun akan percuma karena kecil ujungnya yang disangka pura tidak,NEG
ada kesalahan di mc dan hardisknya tidak bisa digunakan jadi nya psnya masa ke isi game atau ngeblank padahal belinya bukan dengan duit yang sedikit harus beli kabel lagi karena salah dikirim udah gitu sndri jadinya kecewa sumpah,NEG
banyak game yang rusak beberapa tidak bisa di simpan biarlah saya tidak akan protes apa pun tapi harap seller lebih cek dan ricek barang sebelum dikirim kalau sudah sampai seperti begini rugi konsumen bukan lagi pembeli jauh dari luar kota seperti,NEG
baru 2 kali pakai udah rusak dibalikin ke tokonya saya minta cepat dibetulin dan dikirim hari ini juga orangnya langsung pulang ditelpon tidak respons,NEG
packing oke bagus mohon perbaikan stik bergetar terus tanpa henti mesin agak sering hang mau ganti game diperbaiki agan selisih ongkir juga terima kasih,NEG
barang datang posisi baterai ksong berarti tidak di cek dulu gambar warna biru cerah datang warna gelap layar lcet mna buat kado ultah ank tidak suka,NEG
banyak baret baterai lambat padahal udah di ingatkan cek kualitas kontrol yaudahh ya jualan yang laku asal kesohor,NEG
barang ok tetapi baterai bocor parah tidak ada niat memberi yang baru stiap nya maen tidak 12 jam habis di pengisi daya juga lampu selalu merah,NEG
beda sama yang di gambar padahal sudah pernh pesanan sekali kesini,NEG
barang tidak sesuai deskripsi bukan fast charger saya sudah coba di handphone yang mendukung tapi setelah memakai kabel ini jadi normal bukan,NEG
barang rusak di pengisian daya handphone tidak ngisi udah ee tahu ngilang susut lagi kirain changer coba dengan kabel lain bagus besoknya masih juga begitu ya ternyata barangnya yang tidak,NEG
baru di pakai seminggu rusak,NEG
kualitas jelek tidak mau pakai di smartphone,NEG
tidak bisa charging sama sekali boro fast kecewa udah pakai kepala charger semia colok ke laptop yang koneksi atau,NEG
sidik jari masih ada jadi layar kusam saja karena banyak sentuhan terus efek seperti kertas nya saya rasa tidak pengaruh itu kesan paperlike tidak deskripsi dan fotonya cuma sebatas pelindung anti gores saja sih ini rasanya,NEG
untuk barang dengan harga yang cukup mahal saya berekspektasi tidak ada air bubble pada pinggiran lubang home button dan kamera sudah coba beberapa kali memperbaikinya tetapi sepertinya bukan salah pemasangannya,NEG
barang datang dalam keadaan terlipat tidak bisa sama sekali dipakai,NEG
saya sangat kecewa beli di toko ini seenaknya sendiri menaikan harga padahal sudah deal ditambah lagi admin nya tidak ramah official toko kok pelayanan seperti profesional membeli di sini pasti,NEG
pengiriman lambat request warna gram di persetujuan sangat kecewa,NEG
pelayanan admin sangat parah tidak respons,NEG
pengalaman buruk belanja di toko official barang terima dalam keadaan tidak menyala dan mau bertanggung jawab replacement saya ajukan sendiri ke servis center setelah pengganti datang plastik wrap segel berbeda dengan yang dikirim seller entahlah repack bermasalah atau memang beda batch tapi respons ini menurut sangat profesional apalagi sekelas toko,NEG
obeng bintang nya kurang nyaman untuk dipegang ujung mesti diratain dlu ada sisa potongan,NEG
pengungkitnya mudah mudahan patah kualitas plastik kurang bagus,NEG
obengnya tidak bisa kepakai kualitas rendah,NEG
dipenjualan tertulis obeng magnet bohong obengnya tidak sama sekali akan sulit untuk yang baru belajar jika tidak memiliki alat lengkap kecewa parah,NEG
